Reservior name,dam name,river,main basin,sub basin,near city,administration city,COUNTRY,secondary country,YEAR,dam height,dam length,AREA(sqkm),AREA(polygonal),CAPITAL EXPENDITURE,DEPTH(m),AVG DISPLACEMENT OF WATER,CATCHMENT area in sqkm,MAIN_USAGE,"MULTI_DAMS,C,10",TIMELINE(status),status,longitude,latitude
,Gongshang,Xi He,,,Linxian,,China,,1960,52,274,0.5,0.5,35.2,70.4,1307,605,,,,3: Fair,113.67125,35.942083
,Bashan,Yi He,Huai He,,Yishui,,China,,1960,34,1780,15.7,15.7,509,32.4,6822,1628,Irrigation,,,3: Fair,118.53375,35.899583
,Guangming,Trib. Dawen He,Huang He,,Xintai,,China,,1958,23,-99,9.4,9.4,100,10.6,515,137,Irrigation,,,3: Fair,117.59625,35.882083
,Zhangjiazuitou,,Huang He,,Xiji,,China,,-99,18,-99,3.5,3.5,34.1,9.7,1903,829,,,,3: Fair,105.852917,35.832917
,Qingfengling,Shu He,Huai He,,Luxian,,China,,1959,31,-99,19,19,410,21.6,3519,779,Irrigation,,,3: Fair,118.862917,35.795417
,Zhejiahe,Trib. Luoi He,Huang He,,Luochuan,,China,,-99,43,-99,2.1,2.1,30,14.3,1053,297,,,,3: Fair,109.627917,35.762083
,Xiaoshiyang,Trib. Shu He,Huai He,,Luxian,,China,,1959,25,-99,8.2,8.2,125,15.2,1020,193,Irrigation,,,3: Fair,118.982083,35.74125
,Baijiazui,Pu He,,,Qingyang,,China,,1977,74,530,11.6,11.6,495.6,42.7,4687,3494,Irrigation,,,4: Poor,107.500417,35.69125
,Andi,Dongwen He,Huai He,,Mengyin,Shandong,China,,1960,30,1665,25.6,25.6,782,30.5,3970,913,Irrigation,,,3: Fair,118.125417,35.69125
,Hezhuang,Si He,Huai He,,Mengyin,,China,,1976,25,-99,3.3,3.3,83,25.2,785,213,Irrigation,,,3: Fair,117.537083,35.637917
,Kuaihe,Kuai He,Huang He,,Quwo,,China,,1959,31,800,7.8,7.8,77,9.9,3696,1314,,,,3: Fair,111.562083,35.637083
,Renzhuang,Dan He,,,Jincheng,,China,,1960,35,610,1.7,1.7,83.4,49.1,3025,1352,,,,3: Fair,112.979583,35.60375
,Dongfeng,Huozhen,,,Yangcheng,Shanxi,China,,1960,34,240,0.4,0.4,22.6,56.5,924,340,,,,3: Fair,112.200417,35.48125
,Nishan,Trib. Si He,Huai He,,Sishui,Shandong,China,,1958,22,-99,7.6,7.6,119,15.7,475,176,Flood control,,,3: Fair,117.187917,35.47875
,Ma'amshi,Zhifang He,,,Xiouwu,,China,,1982,65,234,0.3,0.3,10.4,34.7,133,89,,,,2: Good,113.35125,35.437083
,Tangcun,Jun He,Huai He,,Pingyi,Shandong,China,,1958,25,-99,9.5,9.5,200,21.1,850,256,Irrigation,,,3: Fair,117.554583,35.42875
,Xiwei,Trib. Baima He,Huai He,,Zouxian,Shandong,China,,1961,22,-99,5.1,5.1,107,21,171,86,Flood control,,,3: Fair,117.027083,35.399583
,Doushan,Trib. Shu He,Huai He,,Lunan,,China,,1959,28,-99,13.4,13.4,300,22.4,2233,417,Irrigation,,,3: Fair,118.85375,35.330417
Weishanhu,Yanma,Trib. Weishanhu,Huai He,,Tengxian,Shandong,China,,1970,28,-99,1.9,1.9,104,54.7,105,43,Flood control,,,3: Fair,117.27125,35.224583
,Mahe,Beisha He,Huai He,,Tengxian,Shandong,China,,1960,24,-99,7.8,7.8,138,17.7,570,252,Irrigation,,,3: Fair,117.212917,35.212083
,Xujiaya,Wenjin He,Huai He,,Feixian,,China,,1959,32,1209,9.1,9.1,292,32.1,2136,588,Irrigation,,,3: Fair,117.87125,35.199583
,Xiaotashan,Trib. Xinshu He,Huai He,,Ganyu,Jiangsu,China,,1959,23,-99,13.3,13.3,300,22.6,1692,358,Flood control,,,3: Fair,118.95875,34.94125
,Xiaolangdi,Huang He,Huang He,,Mengjin,,China,,2002,154,1667,272,61.6,12650,46.5,1453900,696240,Flood control,,,3: Fair,112.35875,34.924583
,Huibaoling,Zhongyun He,Huai He,,Zaozhuang,,China,,1959,25,-99,17.5,17.5,200,11.4,852,240,Irrigation,,,3: Fair,117.825417,34.899583
,Sanmenxia,Huang He,Huang He,,Sanmenxia,,China,,1960,106,713,254.8,254.8,9640,37.8,1438022,690473,Flood control,,,3: Fair,111.342083,34.832917
,Shilianghe,Xinshu He,Huai He,,Linshu,,China,,1962,22,-99,38.9,38.9,300,7.7,3278,786,Flood control,,,3: Fair,118.862917,34.774583
,Changzhuang,Jiayu He,Huai He,,Zhengzhou,,China,,1960,26,-99,0.6,0.6,17,28.3,114,78,Water supply,,,3: Fair,113.55625,34.71625
,Dindian,Suo He,,,Rongyang,,China,,1959,35,1170,0.5,0.5,58.5,117,250,153,,,,4: Poor,113.377917,34.709583
,Jiangang,Jialu He,Huai He,,Zhengzhou,,China,,1970,34,-99,1.2,1.2,68,56.7,174,113,Water supply,,,3: Fair,113.57125,34.692917
,Longbo,Lianchan He,Huang He,,Shanxian,,China,,1973,44,450,3.6,3.6,53.1,14.8,725,215,Irrigation,,,4: Poor,111.64625,34.612083
,Yangmaowan,Qishui He,Huang He,,Yongshou,,China,,1973,48,488,6.6,6.6,130,19.7,4174,1069,,,,3: Fair,108.05125,34.54125
,Fengjiashan,Qian He,Huang He,,Baoji,,China,,1981,74,282,12,12,390,32.5,13464,3259,Irrigation,,,3: Fair,107.190417,34.537083
,Ganhe,Gan He,,,Liquan,,China,,1972,51,400,2,2,54.4,27.2,2348,695,,,,2: Good,108.425417,34.524583
,Youhe,Trib. Wei He,Huang He,,Weinan,,China,,-99,32,-99,1.4,1.4,24.5,17.5,1067,230,,,,3: Fair,109.520417,34.460417
,Wangjiawan,Malian He,,,Qingyang,Gansu,China,,1975,43,389,7.4,7.4,20.9,2.8,14439,3429,,,,3: Fair,107.250417,34.42875
,Anfengshan,Trib. Xinshu He,Huai He,,Lianyungang,,China,,1958,21,-99,18.9,18.9,100,5.3,288,84,Flood control,,,3: Fair,118.717083,34.382917
,Zhaikou,Hongnongjian He,Huang He,,Lingbao,,China,,1981,77,245,6,6,185,30.8,4200,899,Irrigation,,,3: Fair,110.777083,34.38125
,Baisha,Ying He,Huai He,,Yuxian,,China,,1953,48,1316,6.2,6.2,295,47.6,3002,960,Irrigation,,,3: Fair,113.250417,34.34125
,Guxian,Luo He,Huang He,,Luoning,,China,,1992,121,311,19.5,19.5,1175,60.3,31202,5374,,,,3: Fair,111.277917,34.240417
,Luhun,Yi He,Huang He,,Songxian,,China,,1965,55,710,57.3,57.3,1320,23,22402,3507,Flood control,,,3: Fair,112.179583,34.20375
,Shitouhe,Shitou He,,,Meixian,Shaanxi,China,,1969,114,690,1.9,1.9,147,77.4,6107,675,,,,2: Good,107.650417,34.16875
,Jinpen,Hei He,,,Xian,,China,,2002,130,-99,2.2,2.2,200,90.9,15512,1486,Water supply,,,2: Good,108.204583,34.04875
,Zhaopingtai,Sha He,Huai He,,Lushan,,China,,1960,36,2315,25.3,25.3,727,28.7,8390,1436,Irrigation,,,3: Fair,112.77125,33.732917
,Baiguishan,Trib. Ying He,Huai He,,Pingdingshan,,China,,1959,24,-99,33.7,33.7,731,21.7,15771,2844,Irrigation,,,3: Fair,113.237917,33.712083
,Gushitan,Shaying He,Huai He,,Wuyang,,China,,1972,31,490,8.7,8.7,157,18,1697,289,Irrigation,,,3: Fair,113.087917,33.49125
,Yahekou,Tanbai He,Han Shui,,Nanyang,Henan,China,,1959,32,3136,42.1,42.1,1316,31.3,18026,2534,Flood control,,,3: Fair,112.617083,33.295417
,Shimantan,Gun He,,,Wugang,,China,,1996,41,650,8.2,8.2,120,14.6,1359,232,,,,2: Good,113.550417,33.282083
,Shimen,,Han Shui,,Hanzhong,Shaanxi,China,,1975,88,-99,4.2,4.2,109.8,26.1,43581,3844,Irrigation,,,3: Fair,106.96125,33.212083
,Taohe,Tao He,,,Yunxian,,China,,1997,65,285,1,1,71.6,71.6,3919,427,,,,3: Fair,110.904583,33.137083
,Zhaowan,,Han Shui,,Zhengping,Henan,China,,1982,25,-99,3.7,3.7,97,26.2,1601,209,Irrigation,,,3: Fair,112.152083,33.120417
Hongze,Sanhezha,Huai He,Huai He,,Xuyi,Jiangsu,China,,1953,15,-99,1374.3,1374.3,13500,9.8,943617,165047,Flood control,,,3: Fair,118.725417,33.09125
,Shiquan,Han Shui,Han Shui,,Ankang,Shaanxi,China,,1973,65,353,21.9,21.9,412,18.8,332744,23652,Hydroelectricity,,,3: Fair,108.229583,33.04125
,Nanshahe,Nansha He,Han Shui,,Hanzhong,Shaanxi,China,,2004,32,156,1.5,1.5,43.3,28.9,5625,340,Irrigation,,,3: Fair,107.23375,33.034583
,Banqiao,Ru He,Huai He,,Zhumadian,Henan,China,,1993,51,2298,37.5,37.5,675,18,5542,789,Flood control,,,3: Fair,113.625417,32.982917
,Xuyahu,Ru He,Huai He,,Runan,,China,,1958,16,-99,77.8,77.8,1656,21.3,18805,2891,Flood control,,,3: Fair,114.279583,32.962083
,Songjiachang,,Han Shui,,Miyang,Zhumadian,China,,1969,26,-99,14.1,14.1,132,9.4,1403,179,Flood control,,,3: Fair,113.48625,32.762083
,Bikou,Bailong Jiang,Jialing Jiang,,Wenxian,Gansu,China,,1976,101,297,7.2,7.2,521,72.4,183686,26156,Hydroelectricity,,,3: Fair,105.222917,32.75875
,Huanglongtan,Du He,Han Shui,,Shiyan,Hubei,China,,1978,107,371,12.7,12.7,1162.5,91.5,156669,12011,Hydroelectricity,,,3: Fair,110.522083,32.675417
,Lindong,Trib. Chi He,Huai He,,Dingyuan,Anhui,China,,-99,-99,-99,3.1,3.1,10,3.2,253,57,,,,4: Poor,118.127083,32.657917
,Boshan,Zhengtou He,Huai He,,Queshan,,China,,1954,49,549,9.2,9.2,620,67.4,4505,584,Flood control,,,3: Fair,113.937917,32.64625
,Ankang,Han Shui,Han Shui,,Ankang,,China,,1993,120,-99,57.3,57.3,2580,45,544483,35786,Hydroelectricity,,,3: Fair,108.88375,32.602917
Han Shui,Danjiangkou,Han Shui,Han Shui,,Danjiangkou,,China,,1973,97,2494,286.3,286.3,20890,73,1177080,94604,Hydroelectricity,,,4: Poor,111.487917,32.557917
,Baozhusi,Bailong Jiang,Jialing Jiang,,Guangyuan,,China,,1996,132,525,66.3,66.3,2550,38.5,220149,28805,Hydroelectricity,,,3: Fair,105.60875,32.520417
,Guanshan,Guanshan He,,,Danjiangkou,Hubei,China,,1958,34,168,0.5,0.5,22.8,45.6,3923,388,,,,4: Poor,110.955417,32.502917
,Mengqiaochuan,,Han Shui,,Guanghua,Hubei,China,,1977,34,-99,10.9,10.9,125,11.5,666,78,Irrigation,,,3: Fair,111.700417,32.495417
,Jinniushan,,Chang Jiang,,Nanjing,,China,,1959,29,-99,8.9,8.9,100,11.2,428,133,Flood control,,,2: Good,118.97125,32.474583
,Yuetang,,Chang Jiang,,Yizheng,Jiangsu,China,,-99,17,-99,2.5,2.5,20,8,110,33,Irrigation,,,3: Fair,119.092083,32.407917
,Tanjiahe,Tanjia He,,,Zhushan,,China,,1971,55,213,0.2,0.2,16.7,83.5,1126,104,,,,3: Fair,110.042083,32.399583
,Wangtun,Trib. Yin He,,,Dengfeng,,China,,1971,30,200,1.2,1.2,3.2,2.7,209,23,,,,3: Fair,113.979583,32.372083
,Xipaizi,Xiaoqi He,Han Shui,,Xiangyang,,China,,1959,30,2000,31.7,31.7,282,8.9,3095,362,Flood control,,,3: Fair,111.937917,32.36625
,Zhuxihe,Zhuxi He,,,Zhuxi,,China,,1971,46,-99,0.2,0.2,23.3,116.5,1412,109,,,,4: Poor,109.65125,32.34125
,Hongshuihe,,Han Shui,,Xiangfan,,China,,1968,52,153,6.7,6.7,200,29.9,1518,172,Flood control,,,4: Poor,111.862917,32.27875
,Shiti,Sha He,,,Zaoyang,Hubei,China,,1967,30,560,2.7,2.7,57.8,21.4,682,75,,,,2: Good,113.014583,32.245417
,Huanglishu,Xiang He,Chang Jiang,,Chuzhou,Anhui,China,,1979,32,280,12.8,12.8,299.3,23.4,1503,264,Irrigation,,,3: Fair,118.100417,32.195417
,Huohe,Trib. Du He,Han Shui,,Zhushan,,China,,1983,67,-99,4,4,109.1,27.3,8691,762,Flood control,,,2: Good,110.242083,32.17875
,Nanhe,Nan He,,,Gucheng,,China,,-99,50,-99,4.5,4.5,70,15.6,72146,6065,Hydroelectricity,,,3: Fair,111.479583,32.160417
,Wushan,Chuo Shui,Han Shui,,Suizhou,Hubei,China,,1966,37,256,8.5,8.5,188.8,22.2,932,101,Irrigation,,,3: Fair,113.10125,32.149583
,Tianhekou,Jue Shui,Han Shui,,Suizhou,,China,,1996,48,238,7.4,7.4,116.8,15.8,668,70,Irrigation,,,3: Fair,113.465417,32.14125
,Nanwan,Xiaoshi He,Huai He,,Xinyang,Henan,China,,1959,38,816,39.3,39.3,1630,41.5,12623,1095,Flood control,,,3: Fair,114.000417,32.12375
,Yutang,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Nanjiang,,China,,-99,37,-99,1,1,21,21,717,35,,,,3: Fair,106.662917,32.10375
,Qianjin,,Han Shui,,Gucheng,,China,,-99,50,-99,0.3,0.3,17,56.7,421,41,,,,3: Fair,111.65875,32.102917
,Beishan,,Chang Jiang,,Jurong,Zhengjiang,China,,1958,60,-99,3.1,3.1,100,32.3,276,60,Irrigation,,,3: Fair,119.179583,32.07875
,Huayanghe,Gun He,Han Shui,,Zaoyang,Hubei,China,,1966,34,522,6.8,6.8,123,18.1,1323,142,Irrigation,,,3: Fair,112.922083,32.070417
,Longshan,Sanguang He,Chang Jiang,,Ruijin,Jiangxi,China,,1960,58,287,1.9,1.9,28.1,14.8,87,19,Irrigation,,,3: Fair,119.250417,32.070417
,Lintan,Zhang Shui,Chang Jiang,,Renyo,Zhengjiang,China,,1981,32,124,1.6,1.6,15.3,9.6,116,24,Irrigation,,,3: Fair,119.387917,32.070417
,Taishan,,Chang Jiang,,Danyang,Zhejiang,China,,-99,23,-99,0.7,0.7,5.4,7.7,55,12,Irrigation,,,3: Fair,119.64625,32.049583
,Shishankou,Xiaohuang He,Huai He,,Xinyang,,China,,1969,26,-99,42.4,42.4,372,8.8,3532,300,Irrigation,,,3: Fair,114.387917,32.024583
,Zhongxing,,Chang Jiang,,Feidongxian,Anhui,China,,1972,26,-99,10.1,10.1,100,9.9,725,108,Irrigation,,,3: Fair,117.429583,32.024583
,Heidongwan,Nieshui He,,,Guangshui,,China,,1971,41,260,1,1,34.2,34.2,425,40,,,,2: Good,113.74625,32.020417
,Fengjiangkou,Jue Shui,Han Shui,,Suizhou,,China,,1960,33,297,8.7,8.7,201.5,23.2,4478,465,Irrigation,,,3: Fair,113.337917,31.982917
,Jurong,,Chang Jiang,,Jurong,Zhengjiang,China,,1962,32,-99,3,3,30,10,204,41,Irrigation,,,3: Fair,119.200417,31.974583
,Xionghe,Tanggun He,Han Shui,,Zaoyang,Hubei,China,,1954,32,1258,20.1,20.1,254,12.6,3185,323,Flood control,,,3: Fair,112.65375,31.929583
,Huacheng,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Bazhong,,China,,1960,45,-99,6.7,6.7,63.4,9.5,1802,91,Irrigation,,,3: Fair,106.904583,31.907917
,Shimenji,Man He,Han Shui,,Nanzhang,Hubei,China,,1970,55,358,8.1,8.1,161.6,20,2939,270,Irrigation,,,3: Fair,111.775417,31.907917
,Huashan,Si He,Huai He,,Shuizhou,Hubei,China,,1966,54,375,2.2,2.2,172.5,78.4,1443,127,Irrigation,,,3: Fair,113.794583,31.899583
,Dongpu,Trib. Chahu-Yuxi He,Chang Jiang,,Hefei,,China,,1958,36,-99,13.9,13.9,200,14.4,1579,211,Water supply,,,3: Fair,117.204583,31.89125
,Mudong,,Chang Jiang,,Jurong,Zhengjiang,China,,-99,34,-99,1.2,1.2,11.9,9.9,87,16,Irrigation,,,3: Fair,119.312917,31.885417
,Ershengqiao,,Chang Jiang,,Jurong,Zhengjiang,China,,1960,22,-99,5.8,5.8,100,17.2,532,100,Irrigation,,,3: Fair,119.19375,31.870417
,Heiwuwan,Trib. Yun Shui,Han Shui,,Suizhou,,China,,1958,35,370,3.4,3.4,179.4,52.8,4881,513,Flood control,,,3: Fair,113.125417,31.86625
,Wuyue,Zai He,Huai He,,Guangshan,,China,,1970,29,-99,7.7,7.7,118,15.3,1101,89,Irrigation,,,3: Fair,114.654583,31.857917
,Feishanhe,Shi He,,,Guangshui,,China,,1960,44,215,1.9,1.9,82,43.2,1926,167,,,,2: Good,113.829583,31.849583
,Maoshan,,Chang Jiang,,Jurong,Zhengjiang,China,,1959,33,-99,2.7,2.7,23.9,8.9,145,27,Irrigation,,,3: Fair,119.252083,31.81625
,Zhenzhuya,Trib. Pei Jiang,Jialing Jiang,Pei Jiang,Zitong,,China,,-99,41,-99,0.8,0.8,21.8,27.3,929,60,,,,3: Fair,105.10875,31.814583
,Xianjuemiao,Trib. Yun Shui,Han Shui,,Suizhou,,China,,1960,31,550,8,8,274.8,34.4,4859,438,Irrigation,,,3: Fair,113.525417,31.795417
,Nianyushan,Guan He,Huai He,,Shangcheng,,China,,1976,39,1426,19.1,19.1,916,48,10663,811,Flood control,,,3: Fair,115.35875,31.790417
,Qiushan,,Chang Jiang,,Jurong,Zhengjiang,China,,-99,18,-99,1.3,1.3,12.5,9.6,158,27,Irrigation,,,3: Fair,119.110417,31.789583
,Pohe,Huang He,Huai He,,Xinxian,,China,,1971,28,-99,11.4,11.4,214,18.8,2913,229,Irrigation,,,3: Fair,114.922083,31.785417
,Sandaohe,Man He,Han Shui,,Nanzhang,Hubei,China,,1966,47,426,3.8,3.8,161,42.4,9390,799,Flood control,,,3: Fair,111.805417,31.762083
,Yinghe,Trib. Han Jiang,Han Shui,,Yicheng,,China,,1971,31,345,11.7,11.7,119.4,10.2,1542,155,,,,3: Fair,112.595417,31.74125
,Fangbian,,Chang Jiang,,Nanjing,,China,,-99,-99,-99,5.2,5.2,10,1.9,462,75,,,,3: Fair,119.120417,31.70625
,Meishan,Shi He,Huai He,,Jinzhai,Anhui,China,,1956,88,446,24.9,24.9,2275,91.4,26391,1919,Flood control,,,3: Fair,115.87875,31.667917
,Dahongshan,Xun Shui,Han Shui,,Suizhou,,China,,1967,43,565,11,11,126.4,11.5,1676,157,Flood control,,,3: Fair,112.937917,31.650417
,Zhongshan,,Chang Jiang,,Nanjing,,China,,-99,-99,-99,4,4,10,2.5,123,20,,,,3: Fair,119.06375,31.637083
,Xiangshan,Huang He,Huai He,,Xinxian,,China,,1972,68,-99,4,4,84,21,958,70,Flood control,,,3: Fair,114.89875,31.58875
,Yuntaishan,Man He,Han Shui,,Xiangfan,,China,,1966,53,292,7.1,7.1,134,18.9,2743,233,Irrigation,,,3: Fair,111.892083,31.567083
,Xianghongdian,Trib. Pi He,Huai He,,Luan,,China,,1958,84,361,38.2,38.2,2632,68.9,19472,1414,Flood control,,,3: Fair,116.14625,31.562083
,Shengzhong,,Jialing Jiang,,Nanbu,Sichuan,China,,1982,79,-99,40.8,40.8,1339,32.8,28092,1762,Irrigation,,,3: Fair,105.739583,31.52875
,Xujiahe,Xujia He,Han Shui,,Suizhou,Hubei,China,,1958,35,830,40.1,40.1,778,19.4,9406,761,Flood control,,,3: Fair,113.582917,31.524583
,Tanshugang,Dao Shui,,,Hongan,,China,,1971,31,475,2.3,2.3,72,31.3,988,72,,,,3: Fair,114.762917,31.49875
,Side,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Yilong,,China,,-99,47,-99,2.1,2.1,41.7,19.9,1806,99,,,,3: Fair,106.707083,31.49125
,Xiaonanhe,Man He,,,Xunancheng,,China,,1967,43,425,0.5,0.5,31.6,63.2,494,43,,,,3: Fair,111.98375,31.460417
,Huangpo,,Han Shui,,Zhongxiang,,China,,1958,28,-99,14.6,14.6,118.5,8.1,3007,284,Flood control,,,3: Fair,112.662917,31.449583
,Wenxiakou,Aoshui He,Han Shui,,Zhongxiang,,China,,1970,51,450,34.1,34.1,549,16.1,6493,590,Flood control,,,3: Fair,112.75875,31.39125
,Daxi,,Chang Jiang,,Jintan,,China,,-99,-99,-99,11.1,11.1,10,0.9,632,86,,,,4: Poor,119.359583,31.39125
,Nanhe,Li He,,,Jinmen,Hubei,China,,1980,36,425,1,1,35.3,35.3,618,54,,,,2: Good,112.025417,31.38875
,Gudongkou,Xiangxi,Chang Jiang,,Xingshan,,China,,1999,120,-99,3,3,138,46,14054,959,Hydroelectricity,,,3: Fair,110.750417,31.370417
,Foziling,Pi He,Huai He,,Huoshan,Anhui,China,,1954,75,510,12.2,12.2,496,40.7,27148,1808,Flood control,,,3: Fair,116.27375,31.34625
,Zhengjiahe,Yuan Shui,Han Shui,,Suizhou,,China,,1970,31,677,9,9,193,21.4,2805,249,Irrigation,,,3: Fair,113.287917,31.34125
,Guanyinyan,Huan Shui,Chang Jiang,,Xiaogan,,China,,1966,42,-99,2.6,2.6,100.4,38.6,1109,77,Irrigation,,,3: Fair,114.127917,31.34125
,Hongqiyan,Trib. Pei Jiang,Jialing Jiang,Pei Jiang,Santai,,China,,1971,14,-99,2.4,2.4,31.8,13.3,11310,758,Irrigation,,,3: Fair,105.162917,31.337083
,Sanhekou,Yianjia He,Chang Jiang,,Macheng,Hubei,China,,1960,56,240,8.4,8.4,164.6,19.6,2712,172,Irrigation,,,3: Fair,115.24625,31.337083
,Shahe,,Chang Jiang,,Jintan,,China,,-99,-99,-99,9.1,9.1,10,1.1,1264,159,,,,3: Fair,119.437917,31.317083
,Xianghe,Li He,,,Jinmen,,China,,1977,39,285,0.3,0.3,15,50,499,43,,,,3: Fair,112.100417,31.307917
,Longhekou,Hangfu He,Chang Jiang,,Liuan,,China,,1970,34,600,39,39,848,21.7,14072,1116,Flood control,,,3: Fair,116.762917,31.305417
,Jinshahe,Trib. Dao Shui,Chang Jiang,,Hongan,,China,,1965,29,-99,10.5,10.5,179,17,1436,100,Irrigation,,,3: Fair,114.587917,31.287083
,Gaoguang,Dafu Shui,Han Shui,,Jingshan,Hubei,China,,1973,45,1220,15.1,15.1,212.4,14.1,3441,307,Irrigation,,,3: Fair,113.187917,31.26625
,Hengshan,,Chang Jiang,,Yixing,,China,,-99,-99,-99,4.6,4.6,10,2.2,1322,158,,,,3: Fair,119.56375,31.244583
,Mozitan,Pi He,Huai He,,Huoshan,,China,,1959,82,331,4.3,4.3,337,78.4,8514,566,Flood control,,,3: Fair,116.347083,31.240417
,Tianfumiao,Huangbai He,Chang Jiang,,Yichang,,China,,-99,63,-99,2.7,2.7,64,23.7,8293,559,,,,3: Fair,111.362917,31.21625
,Beishan,Beiningan,,,Zhongxiang,Hubei,China,,1974,39,450,1.1,1.1,38.1,34.6,599,53,,,,2: Good,112.40875,31.199583
,Xingfu,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Yingshan,,China,,1979,32,-99,4.2,4.2,37.6,9,613,35,Irrigation,,,3: Fair,106.562917,31.195417
,Fuqiaohe,Fuqiao He,Chang Jiang,,Macheng,,China,,1960,30,258,20.7,20.7,580,28,5387,366,Irrigation,,,3: Fair,114.875417,31.172083
,Weidoushan,Ju Shui,Chang Jiang,,Hongan-Macheng,,China,,1961,29,567,5.1,5.1,111,21.8,1030,71,Irrigation,,,3: Fair,114.737917,31.170417
,Baertan,,Jialing Jiang,,Nanbu,,China,,-99,24,-99,1.3,1.3,16.6,12.8,276,16,,,,3: Fair,106.037917,31.15625
,Bailin,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Quxian,,China,,1958,26,-99,3.2,3.2,20.9,6.5,516,29,Irrigation,,,3: Fair,106.97125,31.15375
,Shimen,Ge He,Han Shui,,Zhongxiang,Hubei,China,,1956,35,412,6.9,6.9,152,22,3307,297,,,,3: Fair,112.750417,31.137083
,Bazimen,,,,Xinshi,,China,,1980,50,400,2.3,2.3,100.6,43.7,1206,109,,,,2: Good,113.142083,31.107917
,Meidian,Trib. She Shui,Chang Jiang,,Huangbei,,China,,1969,31,-99,9.8,9.8,200,20.4,1001,80,Irrigation,,,3: Fair,114.30875,31.095417
,Tiantang,Trib. Ba Shui,Chang Jiang,,Luotian,,China,,1969,54,-99,6.1,6.1,140,23,3818,225,Irrigation,,,3: Fair,115.615417,31.087083
,Baoshi,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Kaijiang,,China,,1971,29,-99,3.7,3.7,68,18.4,2654,128,Irrigation,,,3: Fair,107.975417,31.062083
,Xiajiasi,Trib. She Shui,Chang Jiang,,Huangbei,,China,,1963,31,-99,18.2,18.2,300,16.5,1804,141,Irrigation,,,3: Fair,114.464583,31.057917
,Xibeikou,,Chang Jiang,,Yichang,,China,,1990,95,-99,6.6,6.6,210,31.8,12797,849,Irrigation,,,3: Fair,111.350417,31.045417
,Mingshan,Trib. Ju Shui,Chang Jiang,,Macheng,,China,,1959,36,-99,7.7,7.7,169,21.9,3233,191,Irrigation,,,3: Fair,115.069583,31.027917
,Zhanghe,Zhang He,Chang Jiang,,Zhanghe,Hubei,China,,1966,67,609,55.7,55.7,2030,36.4,3053,258,Flood control,,,3: Fair,111.98375,31.020417
,Huiting,Tianmen He,Han Shui,,Jingshan,,China,,1966,32,860,18.1,18.1,314,17.3,3081,280,Irrigation,,,3: Fair,113.079583,31.019583
,Guniubei,Guache He,,,Tongcheng,,China,,1965,41,230,2.2,2.2,77.3,35.1,1577,126,,,,2: Good,116.837917,31.01625
,Gonghe,Ju He,Chang Jiang,,Dangyang,Hubei,China,,1974,48,270,13.1,13.1,173.2,13.2,2270,174,Irrigation,,,3: Fair,111.715417,30.957917
,Yangshuhe,Yangshu He,,,Dangyang,,China,,1967,34,177,0.8,0.8,10,12.5,369,28,,,,4: Poor,111.82125,30.955417
,Shilong,,Han Shui,,Jingshan,Zhongxiang,China,,1953,-99,-99,4.2,4.2,100,23.8,1400,128,Irrigation,,,3: Fair,112.875417,30.945417
,Sian,Xitiaoxi,Chang Jiang,,Changxing,Zhejiang,China,,-99,-99,-99,3.1,3.1,60,19.4,882,86,Irrigation,,,3: Fair,119.60875,30.907083
,Luban,Trib. Pei Jiang,Jialing Jiang,Pei Jiang,Santai,,China,,1981,68,-99,19.3,19.3,294,15.2,78,5,Irrigation,,,3: Fair,105.004583,30.89125
,Mingxing,Trib. Qu Jiang,Jialing Jiang,Qu Jiang,Daxian,,China,,1958,24,-99,1.4,1.4,19.5,13.9,691,34,,,,3: Fair,107.620417,30.877083
,Daoguanhe,Sha He,Chang Jiang,,Xinzhou,Hubei,China,,1956,38,345,5,5,109.6,21.9,1687,108,Flood control,,,3: Fair,114.987917,30.877083
,Tangduhe,Huangbai He,Chang Jiang,,Yichang,,China,,1982,43,159,0.7,0.7,33.5,47.9,27891,1781,,,,3: Fair,111.340417,30.84125
,Guandaohe,Zu He,,,Dangyang,Hubei,China,,1976,42,241,0.3,0.3,16,53.3,204,15,,,,3: Fair,111.659583,30.834583
,Three Gorges Dam,Chang Jiang,Chang Jiang,,Yichang,,China,,2003,175,2309,852.9,852.9,39300,46.1,13243319,976983,Hydroelectricity,,,1: Verified,110.99625,30.82875
,Maojianshan,Trib. Wan He,Chang Jiang,,Yuexi,,China,,1990,73,-99,2,2,54,27,3316,200,Hydroelectricity,,,3: Fair,116.400417,30.82875
,Tianzigang,Xitiaoxi,Chang Jiang,,Anji,Zhejiang,China,,-99,15,-99,2.3,2.3,20,8.7,308,27,Irrigation,,,3: Fair,119.59875,30.824583
,Lucun,Langchuan He,,,Guangde,,China,,1981,32,952,2.2,2.2,71.5,32.5,1875,149,,,,3: Fair,119.430417,30.80625
,Guanzhuang,Guanzhuang He,,,Yichang,Hubei,China,,1966,39,338,0.3,0.3,16,53.3,615,38,,,,3: Fair,111.430417,30.80375
